movie_name,month,year,ratings,user_vote,genres,country
Out of the Furnace,12.0,2013.0,6.7,125000,,
Outlander,1.0,2009.0,6.2,79000,,Czech Republic France Germany United States
Over Her Dead Body,2.0,2008.0,5.3,26000,,
Over the Hedge,5.0,2006.0,6.7,190000,,
Overboard,5.0,2018.0,6.0,41000,,
Overcomer,8.0,2019.0,6.6,57000,,
Overlord,11.0,2018.0,6.6,107000,Action Horror Sci-Fi War,
Owning Mahowny,5.0,2003.0,7.0,14000,,Canada United Kingdom
Oz the Great and Powerful,3.0,2013.0,6.3,214000,,
P.S. I Love You,12.0,2007.0,7.0,219000,,
PAW Patrol: The Mighty Movie,9.0,2023.0,5.9,5000,,
PLAYMOBIL,8.0,2019.0,,,,
Pacific Rim,7.0,2013.0,6.9,531000,,
Pacific Rim: Uprising,3.0,2018.0,5.6,127000,,
Paddington,1.0,2015.0,7.3,134000,,
Pain & Gain,4.0,2013.0,6.4,229000,,
Pan,10.0,2015.0,5.7,67000,,
Pan's Labyrinth,12.0,2006.0,8.2,704000,,Mexico Spain
Pandorum,9.0,2009.0,6.7,160000,,
Panic,12.0,2000.0,6.7,91000,,United States
Panic Room,3.0,2002.0,6.8,297000,,
Paparazzi,9.0,2004.0,5.7,16000,,
Paper Towns,7.0,2015.0,6.2,108000,,
ParaNorman,8.0,2012.0,7.0,110000,,
Paradise Now,10.0,2005.0,7.4,24000,,Occupied Palestinian Territory Netherlands Israel Germany France
Paranoia,8.0,2013.0,5.6,39000,,
Paranormal Activity,9.0,2009.0,6.3,256000,,
Paranormal Activity 2,10.0,2010.0,5.7,110000,,
Paranormal Activity 3,10.0,2011.0,5.8,100000,,
Paranormal Activity 4,10.0,2012.0,4.6,70000,,
Paranormal Activity: The Ghost Dimension,10.0,2015.0,4.6,31000,,
Paranormal Activity: The Marked Ones,1.0,2014.0,5.0,46000,,
Parasite,10.0,2019.0,8.5,963000,,
Parental Guidance,12.0,2012.0,6.0,27000,,
Paris Is Burning,6.0,2019.0,8.2,18000,,United States United Kingdom
"Paris, je t'aime",2.0,2007.0,,,,
Parker,1.0,2013.0,6.2,130000,,
Part of Me,7.0,2012.0,5.9,14000,,United States
Passengers,12.0,2016.0,7.0,449000,,
Past Lives,6.0,2023.0,7.9,117000,,
Paterson,12.0,2016.0,7.3,89000,,
Pathfinder,4.0,2007.0,5.4,46000,,
Patriots Day,12.0,2016.0,7.3,113000,,
Paul,3.0,2011.0,6.9,266000,,
Paul Apostle of Christ,3.0,2018.0,6.6,99000,,United States
Paul Blart: Mall Cop,1.0,2009.0,5.3,118000,,
Paul Blart: Mall Cop 2,4.0,2015.0,4.4,41000,,
"Paul, Apostle of Christ",3.0,2018.0,6.6,99000,Adventure Biography Drama History,
Pay It Forward,10.0,2000.0,7.2,124000,,United States
Pay it Forward,10.0,2000.0,,,,
Paycheck,12.0,2003.0,6.3,113000,,
Pearl Harbor,5.0,2001.0,6.2,352000,,
Peeples,5.0,2013.0,5.4,51000,,
Penguins of Madagascar,11.0,2014.0,6.6,102000,,
People I Know,4.0,2003.0,5.4,12000,,
People Like Us,6.0,2012.0,7.0,44000,,
Peppermint,9.0,2018.0,6.5,71000,,
Percy Jackson & the Olympians: The Lightning Thief,2.0,2010.0,5.9,203000,,
Percy Jackson: Sea of Monsters,8.0,2013.0,5.7,127000,,
Perfume: The Story of a Murderer,12.0,2006.0,7.5,266000,,
Persepolis,12.0,2007.0,8.0,100000,,
Pet Sematary,4.0,2019.0,5.7,99000,,
Pete's Dragon,8.0,2016.0,6.7,62000,,United States United Kingdom New Zealand India
Peter Pan,12.0,2003.0,6.8,80000,,
Peter Pan: Return to Neverland,2.0,2002.0,,,,
Peter Rabbit,2.0,2018.0,6.6,48000,,
Pete’s Dragon,8.0,2016.0,,,,
Phantom Thread,12.0,2017.0,7.4,146000,,
Phat Girlz,4.0,2006.0,3.3,94000,,
Philomena,11.0,2013.0,7.6,104000,,
Phoenix Forgotten,4.0,2017.0,5.3,7000,,United States
Phone Booth,4.0,2003.0,7.1,286000,,
Pieces of April,10.0,2003.0,7.0,22000,,United States
Pineapple Express,8.0,2008.0,6.9,358000,,
Pinocchio,2.0,2003.0,4.3,86000,,
Piranha 3D,8.0,2010.0,5.5,97000,,
Pirates of the Caribbean: At World's End,5.0,2007.0,7.1,695000,,United States
Pirates of the Caribbean: At World’s End,5.0,2007.0,,,,
Pirates of the Caribbean: Dead Man's Chest,7.0,2006.0,7.4,769000,,United States
Pirates of the Caribbean: Dead Man’s Chest,7.0,2006.0,,,,
Pirates of the Caribbean: Dead Men Tell No Tales,5.0,2017.0,6.5,347000,,
Pirates of the Caribbean: On Stranger Tides,5.0,2011.0,6.6,565000,,
Pirates of the Caribbean: The Curse of the Black Pearl,7.0,2003.0,8.1,12000000,,
Pitch Black,2.0,2000.0,7.0,253000,Action Horror Sci-Fi Thriller,
Pitch Perfect,9.0,2012.0,7.1,331000,,
Pitch Perfect 2,5.0,2015.0,6.4,171000,,
Pitch Perfect 3,12.0,2017.0,5.8,72000,,
Pixels,7.0,2015.0,5.6,160000,,
Planes,8.0,2013.0,5.7,49000,,United States India
Planes: Fire & Rescue,7.0,2014.0,5.9,20000,,United States India United Kingdom Australia
Planes: Fire and Rescue,7.0,2014.0,,,,
Planet 51,11.0,2009.0,6.0,59000,,
Planet of the Apes,7.0,2001.0,5.7,230000,,
Playing for Keeps,12.0,2012.0,5.7,31000,,
Please Give,4.0,2010.0,6.6,12000,,United States
Point Break,12.0,2015.0,5.3,66000,,
Pokemon 2000,11.0,2020.0,,,,
Pokemon 3: The Movie,7.0,2001.0,,,,
Pokémon: Detective Pikachu,5.0,2019.0,6.5,183000,Action Adventure Comedy Family Mystery Sci-Fi,
Pok�mon 3 the Movie: Spell of the Unown,4.0,2001.0,5.8,15000,,Japan
Pok�mon: Detective Pikachu,5.0,2019.0,6.5,183000,,United States Japan United Kingdom Canada
Pollock,12.0,2000.0,7.0,30000,,
Poltergeist,5.0,2015.0,4.9,61000,,
Pompeii,2.0,2014.0,5.5,117000,,
Poms,5.0,2019.0,6.1,76000,,
Ponyo,8.0,2009.0,7.6,164000,,
Pooh's Heffalump Movie,2.0,2005.0,6.4,85000,,
Pootie Tang,6.0,2001.0,5.3,15000,,United States
Popstar: Never Stop Never Stopping,6.0,2016.0,6.7,69000,,
Portrait de la jeune fille en feu,8.0,2019.0,,,,
Poseidon,5.0,2006.0,5.7,110000,,
Possession,8.0,2002.0,6.3,14000,,United Kingdom United States
Post Grad,8.0,2009.0,5.3,15000,,
Power Rangers,3.0,2017.0,5.9,114000,,
Precious,11.0,2009.0,7.3,116000,,
Predators,7.0,2010.0,6.4,244000,,
Premium Rush,8.0,2012.0,6.5,119000,,
Premonition,3.0,2007.0,5.9,82000,,
Pride & Prejudice,11.0,2005.0,7.8,331000,,
Pride and Glory,10.0,2008.0,6.6,63000,,
Pride and Prejudice and Zombies,2.0,2016.0,5.8,61000,,
Priest,5.0,2011.0,5.7,124000,,
Prime,10.0,2005.0,6.2,42000,,
Primer,10.0,2004.0,6.7,114000,,United States
Prince of Persia: Sands of Time,5.0,2010.0,,,,
Prince of Persia: The Sands of Time,5.0,2010.0,6.6,304000,,United States
Princess Kaiulani,5.0,2010.0,6.1,19000,,United States United Kingdom
Priscilla,10.0,2023.0,6.5,36000,,
Prisoners,9.0,2013.0,8.2,811000,,
Project Almanac,1.0,2015.0,6.3,84000,,
Project X,3.0,2012.0,6.7,234000,,
Prom,4.0,2011.0,5.4,16000,,
Prom Night,4.0,2008.0,3.9,38000,,
Prometheus,6.0,2012.0,7.0,645000,,
Promised Land,12.0,2012.0,6.6,40000,,
Proof,9.0,2005.0,6.7,46000,,
Proof of Life,12.0,2000.0,6.3,59000,,
Proud Mary,1.0,2018.0,5.0,11000,,
Public Enemies,7.0,2009.0,7.0,319000,,
Pulse,8.0,2006.0,4.7,31000,,
Punch-Drunk Love,10.0,2002.0,7.3,178000,,
Punisher: War Zone,12.0,2008.0,5.9,67000,Action Crime Drama Thriller,
Push,2.0,2009.0,6.1,116000,,
Puss in Boots,10.0,2011.0,6.6,193000,,
Quantum of Solace,11.0,2008.0,6.5,471000,,
Quarantine,10.0,2008.0,6.0,77000,,
Quartet,1.0,2013.0,6.8,21000,,
Queen & Slim,1.0,2020.0,,,,
Queen of Katwe,9.0,2016.0,7.4,19000,,
Queen of the Damned,2.0,2002.0,5.2,60000,,
Quills,11.0,2000.0,7.2,57000,,
R.I.P.D.,7.0,2013.0,5.6,144000,,
R.V.,4.0,2006.0,,,,
RED,10.0,2010.0,7.0,324000,,United States
RED 2,7.0,2013.0,6.6,181000,,
RV,4.0,2006.0,5.6,64000,,United Kingdom Germany United States
Rabbit Hole,12.0,2010.0,7.0,51000,,
Rabbit-Proof Fence,11.0,2002.0,7.4,30000,,
Race to Witch Mountain,3.0,2009.0,5.7,63000,,
Rachel Getting Married,10.0,2008.0,6.7,51000,,
Racing Stripes,1.0,2005.0,5.2,18000,,
Radio,10.0,2003.0,6.9,44000,,
Raiders of the Lost Ark,9.0,2012.0,8.4,1000000,,United States
Raise Your Voice,10.0,2004.0,5.8,29000,,
Raising Helen,5.0,2004.0,6.0,38000,,
Ralph Breaks The Internet,11.0,2018.0,,,,
Ralph Breaks the Internet,11.0,2018.0,7.0,183000,,United States
Rambo,1.0,2008.0,7.0,245000,,
Rambo: Last Blood,9.0,2019.0,6.1,110000,,
Ramona and Beezus,7.0,2010.0,6.5,20000,,
Rampage,4.0,2018.0,6.1,185000,,
Rango,3.0,2011.0,7.3,293000,,
Rat Race,8.0,2001.0,6.5,123000,,
Ratatouille,6.0,2007.0,8.1,827000,,
Ratchet and Clank,4.0,2016.0,,,,
Ray,10.0,2004.0,7.7,158000,,
Ready Player One,3.0,2018.0,7.4,487000,,
Ready or Not,8.0,2019.0,6.9,183000,,
Ready to Rumble,4.0,2000.0,5.3,15000,Comedy Sport,
Real Steel,10.0,2011.0,7.1,356000,,
Real Women Have Curves,10.0,2002.0,6.9,83000,,
Rebound,7.0,2005.0,5.1,14000,,
Recess: School's Out,2.0,2001.0,6.5,12000,,
Red,10.0,2010.0,,,,
Red Cliff,11.0,2009.0,7.3,49000,,
Red Dawn,11.0,2012.0,5.3,81000,,
Red Dragon,10.0,2002.0,7.2,291000,,
Red Eye,8.0,2005.0,6.5,141000,,
Red Lights,8.0,2004.0,6.6,3000,,
Red Planet,11.0,2000.0,5.7,60000,,
Red Riding Hood,3.0,2011.0,5.4,116000,,
Red Sparrow,3.0,2018.0,6.6,202000,,
Red Tails,1.0,2012.0,5.9,37000,,
Redbelt,5.0,2008.0,6.7,22000,,United States
Redemption,6.0,2013.0,6.2,77000,Action Crime Drama Thriller,
Redline,4.0,2007.0,4.0,91000,,
Regression,2.0,2016.0,5.6,43000,,
Reign Over Me,3.0,2007.0,7.4,100000,,
Reign of Fire,7.0,2002.0,6.2,146000,,
Reindeer Games,2.0,2000.0,5.8,42000,Action Crime Thriller,
Religulous,10.0,2008.0,7.6,60000,,
Remember Me,3.0,2010.0,7.1,156000,,
Remember the Titans,9.0,2000.0,7.8,232000,,
Renaissance,9.0,2006.0,6.6,16000,,France Luxembourg United Kingdom Belgium United States
Rendition,10.0,2007.0,6.8,58000,,
Renfield,4.0,2023.0,6.4,96000,,
Reno 911!: Miami,2.0,2007.0,5.9,28000,,
Rent,11.0,2005.0,6.8,56000,Drama Musical Romance,
Replicas,1.0,2019.0,5.5,42000,,
Repo Men,3.0,2010.0,6.3,111000,,
Requiem for a Dream,10.0,2000.0,8.3,900000,,
Rescue Dawn,7.0,2007.0,7.3,111000,,
Resident Evil,3.0,2002.0,6.6,289000,,
Resident Evil: Afterlife,9.0,2010.0,5.8,179000,,
Resident Evil: Apocalypse,9.0,2004.0,6.1,210000,,
Resident Evil: Extinction,9.0,2007.0,6.2,206000,,
Resident Evil: Retribution,9.0,2012.0,5.3,150000,,
Resident Evil: The Final Chapter,1.0,2017.0,5.5,101000,,
Restless,9.0,2011.0,6.7,18000,,United States
Return to Never Land,2.0,2002.0,5.8,22000,,United States Canada Australia
Return with Honor: A Missionary Homecoming,9.0,2007.0,4.5,234,,United States
Revolutionary Road,12.0,2008.0,7.3,225000,,
Richard Jewell,1.0,2020.0,,,,
Ricki and the Flash,8.0,2015.0,6.0,25000,,
Riddick,9.0,2013.0,6.4,178000,,
Ride Along,1.0,2014.0,6.1,123000,,
Ride Along 2,1.0,2016.0,5.9,63000,,
Riding in Cars with Boys,10.0,2001.0,6.5,31000,,
Righteous Kill,9.0,2008.0,6.0,92000,,
Rings,2.0,2017.0,4.5,43000,,
Rio,4.0,2011.0,6.9,249000,,
Rio 2,4.0,2014.0,6.3,101000,,
Rise of the Guardians,11.0,2012.0,7.2,193000,,
Rise of the Planet of the Apes,8.0,2011.0,7.6,563000,,
Risen,2.0,2016.0,6.3,31000,,
Road to Perdition,7.0,2002.0,7.7,285000,,
Robin Hood,11.0,2018.0,5.3,80000,,
Robinson Crusoe,2.0,2016.0,,,,
RoboCop,2.0,2014.0,6.1,240000,,
Robot & Frank,8.0,2012.0,7.0,66000,,
Robots,3.0,2005.0,6.4,162000,,
Rock Dog,2.0,2017.0,5.9,6000,,
Rock Star,9.0,2001.0,6.3,45000,,
Rock of Ages,6.0,2012.0,5.9,82000,,
Rocket Science,8.0,2007.0,6.5,14000,,United States
Rocketman,5.0,2019.0,7.3,195000,,
RocknRolla,10.0,2008.0,7.2,265000,,
Rocky Balboa,12.0,2006.0,7.1,232000,,
Rogue One: A Star Wars Story,12.0,2016.0,7.8,688000,,
Role Models,11.0,2008.0,6.8,241000,,
Roll Bounce,9.0,2005.0,6.2,78000,,
Rollerball,2.0,2002.0,3.1,30000,,
Roman J. Israel Esq.,11.0,2017.0,6.5,43000,,Canada United Arab Emirates United States
"Roman J. Israel, Esq.",1.0,2018.0,,,,
Romeo Must Die,3.0,2000.0,6.1,74000,Action Crime Thriller,
Room,10.0,2015.0,8.1,451000,,
Rough Night,6.0,2017.0,5.2,56000,,
Royal Kill,4.0,2009.0,3.1,807,,United States
"Ruby Gillman, Teenage Kraken",6.0,2023.0,,,,
Rugrats Go Wild,6.0,2003.0,5.6,9000,,
Rugrats in Paris,11.0,2000.0,6.2,14000,,
Rules of Engagement,4.0,2000.0,6.4,50000,Drama Thriller War,
Rumor Has It,12.0,2005.0,,,,
Run All Night,3.0,2015.0,6.6,115000,,
Run Fatboy Run,3.0,2008.0,6.5,70000,,United Kingdom United States
Run the Race,2.0,2019.0,6.0,17000,,
"Run, Fatboy, Run",3.0,2008.0,,,,
Runaway Jury,10.0,2003.0,7.1,105000,,
Runner Runner,10.0,2013.0,5.6,66000,,
Running Scared,2.0,2006.0,7.3,104000,,
Running With Scissors,10.0,2006.0,,,,
Rush,9.0,2013.0,8.1,515000,,
Rush Hour 2,8.0,2001.0,6.7,239000,,
Rush Hour 3,8.0,2007.0,6.2,184000,,
S.W.A.T.,8.0,2003.0,6.1,154000,,
Sabotage,3.0,2014.0,5.7,66000,,
Safe,4.0,2012.0,6.5,118000,,
Safe Haven,2.0,2013.0,6.7,117000,,
Safe House,2.0,2012.0,6.7,236000,,
Sahara,4.0,2005.0,6.1,104000,,
Saints and Soldiers,8.0,2004.0,6.7,21000,,United States
Salt,7.0,2010.0,6.4,330000,,
Salvando al Soldado Perez,9.0,2011.0,,,,
Same Kind of Different as Me,10.0,2017.0,6.6,86000,,
Samsara,8.0,2012.0,8.4,38000,,
San Andreas,5.0,2015.0,6.1,257000,,
Sanctum,2.0,2011.0,5.9,57000,,
Saul fia,6.0,2015.0,,,,
Sausage Party,8.0,2016.0,6.1,210000,,
Savages,7.0,2012.0,6.4,135000,,
Save the Last Dance,1.0,2001.0,6.2,66000,,
Saved!,5.0,2004.0,6.7,49000,,
Saving Grace,8.0,2000.0,6.9,19000,Comedy Crime,
Saving Mr. Banks,12.0,2013.0,7.5,170000,,
Saving Private Ryan,6.0,2019.0,8.6,15000000,,United States
Saving Silverman,2.0,2001.0,5.8,43000,,
Saw,10.0,2014.0,7.6,467000,,
Saw 3D,10.0,2010.0,5.5,110000,,
Saw II,10.0,2005.0,6.6,277000,,
Saw III,10.0,2006.0,6.2,213000,,
Saw IV,10.0,2007.0,5.9,165000,,
Saw V,10.0,2008.0,5.8,138000,,
Saw VI,10.0,2009.0,6.0,125000,,
Saw X,9.0,2023.0,6.6,75000,,
Say It Isn't So,3.0,2001.0,5.0,14000,,
Scary Movie,7.0,2000.0,6.3,287000,Comedy,
Scary Movie 2,7.0,2001.0,5.3,175000,,
Scary Movie 3,10.0,2003.0,5.5,159000,,
Scary Movie 4,4.0,2006.0,5.1,129000,,
Scary Movie V,4.0,2013.0,3.5,77000,,
Scary Stories to Tell in the Dark,8.0,2019.0,6.2,85000,,
School for Scoundrels,9.0,2006.0,5.9,31000,,
School of Rock,10.0,2003.0,7.2,331000,,
Scooby-Doo,6.0,2002.0,5.3,126000,,
Scooby-Doo 2: Monsters Unleashed,3.0,2004.0,5.2,65000,,
Scoop,7.0,2006.0,6.6,88000,,
Scott Pilgrim vs. The World,8.0,2010.0,,,,
Scott Pilgrim vs. the World,8.0,2010.0,7.6,466000,,United States United Kingdom Canada Japan
Scouts Guide to the Zombie Apocalypse,10.0,2015.0,6.3,55000,,
Scream 3,2.0,2000.0,5.6,164000,Horror Mystery,
Scream 4,4.0,2011.0,6.2,171000,,
Scream VI,3.0,2023.0,6.5,120000,,
Screwed,5.0,2000.0,5.6,95000,Comedy Crime,
Se jie,11.0,2007.0,,,,
Seabiscuit,7.0,2003.0,7.3,77000,,
Searching,8.0,2018.0,7.6,180000,,
Season of the Witch,1.0,2011.0,5.4,98000,,
Second Act,12.0,2018.0,5.8,30000,,
Secondhand Lions,9.0,2003.0,7.5,62000,,
Secret Window,3.0,2004.0,6.5,210000,,
Secret in Their Eyes,11.0,2015.0,6.3,51000,,
Secretariat,10.0,2010.0,7.2,31000,,
Secretary,9.0,2002.0,6.9,99000,,
See No Evil,5.0,2006.0,5.0,29000,,
See Spot Run,3.0,2001.0,5.4,97000,,
Seed of Chucky,2.0,2005.0,,,,
Seeking a Friend for the End of the World,6.0,2012.0,6.7,119000,,
Self/Less,6.0,2015.0,,,,
Self/less,7.0,2015.0,6.5,104000,,United States
Selma,12.0,2014.0,7.5,96000,,
Semi-Pro,2.0,2008.0,5.8,86000,,
September Dawn,8.0,2007.0,5.8,31000,,United States Canada
Serbuan maut,3.0,2012.0,,,,
Serendipity,10.0,2001.0,6.8,121000,,
Serenity,1.0,2019.0,5.4,45000,,
Serving Sara,8.0,2002.0,5.3,19000,,
Seven Pounds,12.0,2008.0,7.6,315000,,
Seven Psychopaths,10.0,2012.0,7.1,274000,,
Seventh Son,2.0,2015.0,5.5,81000,,
Severance,5.0,2007.0,6.4,41000,,
Sex Drive,10.0,2008.0,6.5,92000,,
Sex Tape,7.0,2014.0,5.1,118000,,
Sex and the City,5.0,2008.0,5.7,127000,,
Sex and the City 2,5.0,2010.0,4.5,84000,,
Sexy Beast,6.0,2001.0,7.3,69000,,
Shade,4.0,2004.0,6.3,13000,,
Shadow of the Vampire,12.0,2000.0,6.9,44000,,
Shaft,6.0,2019.0,6.4,59000,,
Shall We Dance?,10.0,2004.0,6.2,50000,,
Shallow Hal,11.0,2001.0,6.0,145000,,
Shame,12.0,2011.0,7.2,206000,,
Shanghai,10.0,2015.0,6.3,10000,,
Shanghai Knights,2.0,2003.0,6.2,113000,,
Shanghai Noon,5.0,2000.0,6.6,135000,Action Adventure Comedy Western,
Shaolin Soccer,4.0,2004.0,7.3,89000,,
Shark Night,9.0,2011.0,4.1,27000,,United States
Shark Night 3D,9.0,2011.0,,,,
Shark Tale,10.0,2004.0,6.0,199000,,
Shaun of the Dead,9.0,2004.0,7.9,595000,,
Shaun the Sheep,2.0,2015.0,,,,
Shazam!,4.0,2019.0,7.0,385000,,
Shazam! Fury of the Gods,3.0,2023.0,5.9,125000,,
She's Out of My League,3.0,2010.0,6.4,145000,,
She's the Man,3.0,2006.0,6.4,176000,,United States Canada
Sherlock Gnomes,3.0,2018.0,5.2,14000,,
Sherlock Holmes,12.0,2009.0,7.6,672000,,
Sherlock Holmes: A Game of Shadows,12.0,2011.0,7.4,481000,,
She’s the Man,3.0,2006.0,,,,
Shine a Light,4.0,2008.0,7.1,12000,,
Shoot 'Em Up,9.0,2007.0,6.6,155000,,
Shooter,3.0,2007.0,7.1,356000,,
Shopgirl,10.0,2005.0,6.3,25000,,
Shorts,8.0,2009.0,4.7,8000,,
Show Dogs,5.0,2018.0,4.0,51000,,
Showtime,3.0,2002.0,5.5,65000,,
Shrek,5.0,2001.0,7.9,735000,,
Shrek 2,5.0,2004.0,7.3,506000,,
Shrek Forever After,5.0,2010.0,6.3,225000,,
Shrek the Third,5.0,2007.0,6.1,333000,,
Shut In,3.0,2016.0,4.8,15000,Drama Horror Mystery Thriller,
Shutter,3.0,2008.0,5.2,38000,,
Shutter Island,2.0,2010.0,8.2,15000000,,
Sicario,9.0,2015.0,7.7,478000,,
Sicario: Day of the Soldado,6.0,2018.0,7.1,167000,,
Sicko,6.0,2007.0,8.0,77000,,
Side Effects,2.0,2013.0,7.1,197000,,
Sideways,10.0,2004.0,7.5,205000,,
Signs,8.0,2002.0,6.8,386000,,
Silence,12.0,2016.0,7.2,123000,,
Silent Hill,4.0,2006.0,6.5,244000,,
Silent Hill: Revelation,10.0,2012.0,4.9,67000,,Canada France Japan
Silent Hill: Revelation 3D,10.0,2012.0,,,,
Silent House,3.0,2012.0,5.2,25000,,
Silver Linings Playbook,11.0,2012.0,7.7,743000,,
Sin City,4.0,2005.0,8.0,794000,,
Sin City: A Dame to Kill For,8.0,2014.0,6.5,171000,,
Sinbad: Legend of the Seven Seas,7.0,2003.0,6.7,60000,,
Sing,12.0,2016.0,7.1,192000,,
Sinister,10.0,2012.0,6.8,281000,,
Sinister 2,8.0,2015.0,5.3,61000,,
Sisters,12.0,2015.0,6.0,69000,,
Sky Captain and the World of Tomorrow,9.0,2004.0,6.1,88000,,
Sky High,7.0,2005.0,6.3,95000,,
Skyfall,11.0,2012.0,7.8,732000,,
Skyline,11.0,2010.0,4.5,92000,Action Sci-Fi Thriller,
Skyscraper,7.0,2018.0,5.8,134000,,
Slackers,2.0,2002.0,5.3,15000,,
Sleepless,1.0,2017.0,5.6,34000,,
Sleepover,7.0,2004.0,5.3,18000,,
Sleight,4.0,2017.0,5.9,93000,,United States
Slender Man,8.0,2018.0,3.3,38000,,
Slither,3.0,2006.0,6.5,89000,,
Slumdog Millionaire,11.0,2008.0,8.0,879000,,
Small Time Crooks,5.0,2000.0,6.7,41000,Comedy Crime,United States
Smallfoot,9.0,2018.0,6.6,43000,,
Smokin' Aces,1.0,2007.0,6.6,152000,,
Smurfs: The Lost Village,4.0,2017.0,6.0,24000,,
Snabba Cash,7.0,2012.0,,,,
Snakes on a Plane,8.0,2006.0,5.5,145000,,
Snatch,12.0,2000.0,8.2,912000,,
Snatched,5.0,2017.0,4.7,38000,,
Snitch,2.0,2013.0,6.4,93000,,
Snow Day,2.0,2000.0,5.2,14000,Adventure Comedy Family,
Snow Dogs,1.0,2002.0,5.2,29000,,
Snow Flower and the Secret Fan,7.0,2011.0,6.1,4000,,
Snow White and the Huntsman,6.0,2012.0,6.1,303000,,
Snowden,9.0,2016.0,7.3,163000,,
Snowpiercer,6.0,2014.0,7.1,389000,,
Solaris,11.0,2002.0,6.2,86000,,
Solitary Man,5.0,2010.0,6.3,17000,,United States
Solo: A Star Wars Story,5.0,2018.0,6.9,380000,,
Someone Like You,3.0,2001.0,6.0,27000,,
Something Borrowed,5.0,2011.0,5.8,65000,,
Something's Gotta Give,12.0,2003.0,6.7,129000,,
Somewhere,12.0,2010.0,6.3,47000,,
Son of God,2.0,2014.0,5.7,20000,,
Son of Rambow: A Home Movie,5.0,2008.0,,,,
Son of the Mask,2.0,2005.0,2.3,59000,,
Sorority Boys,3.0,2002.0,5.4,16000,,United States
Sorority Row,9.0,2009.0,5.1,32000,,
Sorry to Bother You,7.0,2018.0,6.9,88000,,
Soul Men,11.0,2008.0,6.4,12000,,
Soul Plane,5.0,2004.0,4.5,25000,,United States
Soul Surfer,4.0,2011.0,7.0,53000,,
Soul Survivors,9.0,2001.0,3.9,96000,,United States
Sound of Freedom,7.0,2023.0,7.6,115000,,
Source Code,4.0,2011.0,7.5,550000,,
Southpaw,7.0,2015.0,7.3,259000,,
Space Chimps,7.0,2008.0,4.5,13000,,
Space Cowboys,8.0,2000.0,6.5,86000,,
Spanglish,12.0,2004.0,6.4,89000,,
Sparkle,8.0,2012.0,5.7,67000,,
Spectre,11.0,2015.0,6.8,467000,,
Speed Racer,5.0,2008.0,6.1,79000,,
Spider,12.0,2002.0,6.8,41000,,Canada United Kingdom
Spider-Man,5.0,2002.0,7.4,881000,,
Spider-Man 2,6.0,2004.0,7.5,710000,,
Spider-Man 3,5.0,2007.0,6.3,639000,,
Spider-Man: Across the Spider-Verse,6.0,2023.0,8.6,372000,,
Spider-Man: Far From Home,6.0,2019.0,,,,
Spider-Man: Far from Home,7.0,2019.0,7.4,558000,,United States Czech Republic Australia Canada Italy
Spider-Man: Homecoming,7.0,2017.0,7.4,721000,,
Spider-Man: Into The Spider-Verse 3D,12.0,2018.0,,,,
Spies in Disguise,12.0,2019.0,6.8,57000,Animation Action Adventure Comedy Drama Family Sci-Fi Thriller,
Spirit: Stallion of the Cimarron,5.0,2002.0,7.2,86000,,
Spirited Away,4.0,2023.0,8.6,851000,,
Splice,6.0,2010.0,5.8,102000,,
Split,1.0,2017.0,7.3,556000,,
SpongeBob SquarePants: The Movie,1.0,2005.0,,,,
Spotlight,11.0,2015.0,8.1,503000,,
Spring Breakers,3.0,2013.0,5.3,149000,,
Spy,6.0,2015.0,7.0,259000,,United States
Spy Game,11.0,2001.0,7.1,167000,,
Spy Kids,3.0,2001.0,5.6,127000,,
Spy Kids 2: Island of Lost Dreams,8.0,2002.0,5.3,74000,,United States
Spy Kids 2: The Island of Lost Dreams,8.0,2002.0,,,,
Spy Kids 3-D: Game Over,8.0,2003.0,,,,
Spy Kids 3: Game Over,7.0,2003.0,4.4,66000,,United States
Spy Kids 4: All the Time in the World,8.0,2011.0,3.5,28000,,United States
Spy Kids: All the Time in the World,8.0,2011.0,,,,
Spy!,5.0,2015.0,,,,
St. Trinian’s,10.0,2009.0,,,,
St. Vincent,10.0,2014.0,7.2,109000,,
Stan & Ollie,12.0,2018.0,7.2,40000,,
Star Trek,5.0,2009.0,7.9,621000,,
Star Trek Beyond,7.0,2016.0,7.0,259000,,
Star Trek Into Darkness,5.0,2013.0,7.7,497000,,
Star Trek: Nemesis,12.0,2002.0,6.4,84000,,
Star Trek: The Motion Picture,9.0,2019.0,6.4,97000,,United States
Star Wars Ep. II: Attack of the Clones,5.0,2002.0,,,,
Star Wars Ep. III: Revenge of the Sith,5.0,2005.0,,,,
Star Wars Ep. VII: The Force Awakens,12.0,2015.0,,,,
Star Wars Ep. VIII: The Last Jedi,12.0,2017.0,,,,
Star Wars: Episode I - The Phantom Menace,2.0,2012.0,6.5,859000,,United States
Star Wars: Episode II - Attack of the Clones,11.0,2002.0,6.6,760000,,United States
Star Wars: Episode III - Revenge of the Sith,5.0,2005.0,7.6,847000,,United States Italy Switzerland Thailand
Star Wars: Episode VI - Return of the Jedi,4.0,2023.0,8.3,11000000,,United States
Star Wars: Episode VII - The Force Awakens,12.0,2015.0,7.8,975000,,United States
Star Wars: Episode VIII - The Last Jedi,12.0,2017.0,6.9,673000,,United States
Star Wars: The Clone Wars,8.0,2008.0,5.9,73000,,
Star Wars: The Rise of Skywalker,12.0,2019.0,,,,
Stardust,8.0,2007.0,7.6,285000,,
